"carat","cut","color","clarity","depth","table","price","x","y","z"
0.36,"Ideal","F","VS2",62,55,726,4.55,4.58,2.83
0.52,"Ideal","I","SI1",61.8,55,1074,5.16,5.19,3.2
0.26,"Ideal","F","VS1",62.1,54,618,4.12,4.13,2.56
1.05,"Premium","G","SI2",61.7,56,4116,6.57,6.53,4.04
0.71,"Ideal","E","VS1",62.3,54,3212,5.69,5.73,3.56
0.84,"Very Good","E","SI1",63.4,55,2813,6,5.95,3.79
1.01,"Premium","H","SI1",62.9,58,3224,6.38,6.34,4
0.36,"Premium","F","SI1",60.2,58,576,4.6,4.63,2.78
0.71,"Very Good","D","VS1",58.1,62,3145,5.84,5.89,3.41
0.31,"Good","I","SI1",63.5,56,408,4.28,4.32,2.73
0.9,"Good","G","VVS1",64,55,4382,6.05,6.02,3.86
0.77,"Ideal","D","VS2",61.8,56,3755,5.9,5.84,3.63
0.9,"Premium","G","SI2",61.1,58,3246,6.22,6.18,3.79
1.25,"Ideal","I","VS1",61.6,56,7485,6.91,6.95,4.27
0.32,"Ideal","E","IF",62.6,55,1170,4.41,4.38,2.75
0.71,"Ideal","G","VS1",61.5,55,3431,5.72,5.77,3.54
1.31,"Premium","H","SI1",62.4,58,7527,7.02,6.96,4.36
0.39,"Very Good","H","SI1",58.4,63,696,4.8,4.85,2.82
1.06,"Ideal","G","VS1",62.3,55,8451,6.5,6.53,4.06
0.86,"Ideal","D","SI2",60.2,56,3284,6.16,6.19,3.72
0.56,"Premium","E","SI1",61.5,60,1755,5.27,5.3,3.25
0.59,"Ideal","D","SI1",61.4,55,1783,5.41,5.43,3.33
0.55,"Ideal","E","VVS1",62.9,57,2609,5.25,5.21,3.29
0.3,"Ideal","H","VVS2",62.5,54,567,4.3,4.3,2.7
1.77,"Premium","I","VS2",62.3,58,12378,7.74,7.68,4.8
0.41,"Ideal","D","VS2",62.2,57,1007,4.72,4.76,2.95
2.1,"Very Good","G","SI2",63.4,58,13007,8.19,8.12,5.17
0.37,"Very Good","E","VVS2",59.3,58,843,4.68,4.73,2.79
0.53,"Ideal","D","VS1",61.5,55,1813,5.19,5.22,3.2
0.38,"Premium","H","VS2",61.8,58,898,4.66,4.63,2.87
0.34,"Ideal","G","VS2",61.1,55,596,4.52,4.55,2.77
1.18,"Ideal","I","VVS1",62.6,54,6750,6.74,6.78,4.23
1,"Premium","D","VS1",62.7,60,8020,6.36,6.31,3.97
0.74,"Very Good","G","SI2",60.3,57,2505,5.85,5.87,3.54
0.54,"Premium","D","VS2",61.5,58,1892,5.21,5.26,3.22
0.52,"Ideal","D","VS2",62,56,1679,5.17,5.19,3.21
2.48,"Premium","I","SI2",63,62,17607,8.62,8.58,5.42
0.9,"Very Good","H","VS1",63.6,55,4685,6.15,6.11,3.9
1.15,"Very Good","H","VVS2",58.8,58,6793,6.87,6.9,4.05
1.25,"Very Good","E","VS2",61.6,57,8851,6.9,6.94,4.26
0.5,"Ideal","F","SI1",60.1,56,1232,5.19,5.22,3.13
0.35,"Good","G","SI1",63.8,54,669,4.48,4.46,2.85
1.13,"Fair","F","SI2",64.4,56,4176,6.58,6.52,4.22
1.52,"Very Good","I","SI1",63.7,58,8794,7.23,7.3,4.63
0.37,"Premium","E","VS2",60.3,58,1041,4.66,4.63,2.8
1.33,"Ideal","H","SI2",62.7,57,6480,7.05,6.98,4.4
0.4,"Very Good","G","VVS2",62.5,60,982,4.65,4.7,2.92
0.7,"Ideal","F","VVS1",62.2,57,4458,5.7,5.74,3.56
0.56,"Ideal","F","VS2",61.3,54,1814,5.37,5.34,3.28
0.5,"Very Good","G","VVS2",63,58,1791,4.98,5.02,3.15
0.77,"Ideal","H","VS1",61.4,55,3074,5.89,5.93,3.63
0.4,"Premium","E","SI1",61.3,59,737,4.69,4.74,2.89
0.47,"Good","G","VS2",60.1,60.3,1226,5.02,5.07,3.03
0.7,"Ideal","F","VS1",61,55,2874,5.77,5.73,3.51
3.05,"Premium","E","I1",60.9,58,10453,9.26,9.25,5.66
1.04,"Ideal","G","VS2",61.8,56,6290,6.5,6.47,4.01
0.4,"Ideal","G","SI1",60.2,56,900,4.83,4.77,2.89
0.31,"Ideal","E","VVS2",61.2,56,979,4.37,4.39,2.68
1.13,"Very Good","H","SI2",62.7,55,4661,6.61,6.69,4.17
1.05,"Premium","G","SI2",62.7,54,4018,6.51,6.48,4.07
0.72,"Ideal","F","VS1",62.4,55,3105,5.78,5.75,3.6
0.34,"Premium","D","SI1",62.7,59,803,4.45,4.42,2.78
1.01,"Premium","I","SI2",61.1,58,3874,6.5,6.46,3.96
0.51,"Ideal","H","VVS2",61,57,1574,5.22,5.18,3.17
0.83,"Ideal","H","VS2",61.3,54,3027,6.06,6.1,3.73
0.55,"Ideal","F","SI2",61.2,56,1263,5.29,5.23,3.22
0.57,"Ideal","F","VVS1",61.9,54.8,2339,5.3,5.36,3.3
0.7,"Ideal","J","VS1",62.8,56,2000,5.64,5.66,3.55
1.22,"Ideal","I","SI1",61.9,56,5261,6.87,6.83,4.24
0.93,"Premium","G","VS2",62.2,59,4834,6.21,6.26,3.88
0.3,"Ideal","D","VS2",62.6,56,710,4.28,4.31,2.69
0.38,"Ideal","D","VVS2",61.5,56,1200,4.64,4.66,2.86
0.4,"Premium","D","SI1",60.3,62,924,4.75,4.7,2.85
0.7,"Premium","J","VVS1",60.9,58,1844,5.74,5.79,3.51
1.63,"Very Good","H","SI1",59.8,60,10216,7.64,7.68,4.58
1.5,"Ideal","G","VS2",62.5,55,12787,7.26,7.23,4.53
0.42,"Premium","G","VS1",60.9,58,921,4.81,4.84,2.94
0.94,"Very Good","G","VS2",62.9,58.6,4488,6.1,6.25,3.89
0.3,"Premium","H","SI1",60.8,61,540,4.3,4.25,2.6
1.5,"Ideal","I","SI2",60.6,59,7253,7.37,7.48,4.5
1.1,"Ideal","I","VS2",61.8,56,4962,6.65,6.6,4.1
1.01,"Good","D","SI1",63.9,61,5055,6.28,6.31,4.02
0.55,"Ideal","F","SI1",61,58,1368,5.25,5.28,3.21
0.77,"Ideal","D","SI2",60.6,56,2922,5.95,5.9,3.59
0.34,"Ideal","D","VS2",62.5,57,1033,4.47,4.4,2.77
1,"Good","E","SI1",63.7,60,5174,6.29,6.24,3.99
1.01,"Very Good","G","VS2",62.4,58,5696,6.37,6.41,3.99
0.59,"Ideal","E","VS2",61.4,58,1657,5.38,5.4,3.31
0.7,"Good","I","SI1",63.8,57,2142,5.66,5.63,3.6
0.32,"Ideal","I","VS2",62.2,57,576,4.42,4.39,2.74
0.32,"Ideal","D","VS2",62.6,57,758,4.37,4.41,2.75
0.7,"Premium","H","VS1",62.3,59,2293,5.71,5.66,3.54
0.93,"Very Good","G","SI1",62.3,58,4144,6.2,6.29,3.9
1.12,"Ideal","F","VVS2",61.3,57,10764,6.67,6.7,4.1
0.34,"Premium","J","VS1",61.7,58,574,4.47,4.41,2.74
0.23,"Very Good","E","VVS2",60.6,55,478,4.02,4.07,2.45
0.95,"Ideal","E","SI2",62.2,56,4068,6.26,6.35,3.92
0.7,"Ideal","G","VS1",61.3,57,2839,5.71,5.74,3.51
0.51,"Good","G","VS1",63.4,57,1590,5.04,5.08,3.21
0.4,"Premium","D","VS2",60.5,59,982,4.76,4.8,2.89
0.34,"Very Good","H","SI1",63.3,56,628,4.46,4.45,2.82
1.01,"Ideal","E","SI1",62.2,56,5068,6.43,6.4,3.99
0.96,"Very Good","G","SI2",62.6,59,3723,6.18,6.29,3.9
0.81,"Ideal","E","VS2",62,55,3538,5.99,5.97,3.71
1.26,"Ideal","H","SI1",62,56,7701,6.92,6.94,4.3
1.01,"Very Good","D","VS2",60.4,58,6905,6.47,6.57,3.94
0.31,"Good","F","SI1",63.2,56,512,4.27,4.31,2.71
0.3,"Ideal","F","IF",61.8,58,886,4.27,4.3,2.65
0.36,"Ideal","H","VS1",61.8,57,810,4.6,4.56,2.83
0.9,"Good","E","SI1",58.3,61,4165,6.24,6.29,3.65
0.48,"Very Good","E","VS2",59.9,58.9,1320,5.07,5.12,3.06
1,"Ideal","J","SI2",61.2,56,2657,6.49,6.38,3.94
0.4,"Ideal","D","SI1",59.6,57,772,4.77,4.82,2.86
0.51,"Ideal","D","VS2",61.6,56,1787,5.15,5.17,3.18
1.01,"Very Good","H","SI1",62.7,59,4242,6.27,6.33,3.95
0.46,"Very Good","E","VS1",58.7,60,1452,5.08,5.15,3
1.28,"Ideal","G","IF",60.8,57,11372,7.02,7.05,4.28
0.43,"Premium","E","VVS2",60.8,57,1304,4.92,4.89,2.98
0.75,"Premium","G","SI2",63,58,2250,5.81,5.77,3.62
0.5,"Premium","F","VS1",59.9,61,1666,5.16,5.13,3.08
2.02,"Premium","I","VS2",59.6,60,16861,8.25,8.2,4.9
0.56,"Very Good","I","VVS1",62.4,56,1580,5.24,5.28,3.28
1.01,"Very Good","E","SI2",63.3,58,4434,6.39,6.37,4.04
0.34,"Ideal","E","VS1",61.2,57,1033,4.5,4.45,2.74
0.32,"Premium","F","VVS1",61.3,58,926,4.37,4.4,2.69
0.71,"Very Good","E","VS1",63.4,58,3009,5.64,5.68,3.59
0.74,"Premium","F","VS1",62.5,60,2917,5.78,5.74,3.6
0.77,"Premium","H","SI1",60.7,58,2369,5.95,5.91,3.6
1.01,"Premium","F","VS2",63,58,6165,6.4,6.34,4.01
1,"Good","H","VS2",60.9,61,5254,6.38,6.42,3.9
0.36,"Very Good","H","VS1",60.8,59,631,4.59,4.62,2.8
0.33,"Ideal","E","IF",62.1,55,1289,4.43,4.46,2.76
1.01,"Very Good","I","SI1",60.1,59,5712,6.44,6.47,3.88
1.01,"Good","D","SI1",63.8,58,5543,6.38,6.34,4.06
1.09,"Ideal","G","SI2",62.1,56,4586,6.59,6.66,4.12
0.32,"Premium","I","IF",61.9,59,864,4.39,4.37,2.71
1.09,"Ideal","F","VS1",60.6,57,8422,6.62,6.64,4.02
1,"Premium","J","SI1",58.7,58,3920,6.55,6.51,3.83
0.9,"Very Good","H","SI1",63.2,59,3388,6.08,6.14,3.86
0.34,"Very Good","F","VVS1",61,56,939,4.52,4.53,2.76
0.38,"Premium","D","VS1",62.4,59,1140,4.63,4.6,2.88
2.01,"Fair","G","VS2",67.5,55,17917,7.7,7.79,5.23
0.67,"Very Good","H","VS1",63.4,59,1981,5.53,5.57,3.52
0.55,"Very Good","H","VVS1",61.1,57,1881,5.26,5.35,3.24
0.31,"Ideal","E","IF",61.5,56,1214,4.35,4.4,2.69
1.02,"Ideal","G","SI1",60.5,59,4882,6.55,6.51,3.95
1.26,"Very Good","I","VS1",59.2,60,6855,7.09,7.02,4.18
1.24,"Very Good","J","VS1",62.1,58,5783,6.85,6.96,4.29
0.71,"Good","F","VS2",63.6,58,2494,5.67,5.62,3.59
0.9,"Good","G","SI1",63.2,62,3574,6.09,6.19,3.88
0.7,"Very Good","F","VS1",62.8,56,3265,5.64,5.66,3.55
1.3,"Very Good","G","SI1",61,57,7985,7.01,7.06,4.29
0.79,"Premium","F","SI1",62.3,54,2862,5.97,5.91,3.7
1.76,"Premium","J","VS1",62,58,11177,7.74,7.7,4.79
0.44,"Ideal","F","SI1",61.4,56,761,4.89,4.94,3.02
0.43,"Ideal","I","VS1",61.8,55,1218,4.88,4.9,3.02
0.7,"Ideal","E","VS2",62.2,55,2981,5.67,5.71,3.54
0.73,"Premium","F","SI2",61.6,58,2309,5.79,5.73,3.55
0.35,"Premium","G","SI1",60.6,58,669,4.6,4.58,2.78
0.51,"Ideal","G","SI1",63.2,58,1284,5.05,5.08,3.2
0.32,"Ideal","H","VS2",62.1,56,648,4.42,4.37,2.73
1.51,"Premium","J","VS2",62.8,59,7553,7.2,7.17,4.51
2.18,"Very Good","E","I1",62,60,10340,8.25,8.33,5.14
0.71,"Ideal","I","SI1",62.6,54,2111,5.68,5.73,3.57
1,"Very Good","G","VVS2",63.5,55,5914,6.36,6.3,4.02
0.7,"Premium","F","SI1",61.5,57,2354,5.74,5.68,3.51
0.52,"Ideal","H","VS2",61.6,55,1374,5.17,5.19,3.19
1.02,"Premium","F","SI1",62.3,58,5398,6.46,6.38,4
0.7,"Very Good","F","SI1",59.8,59,2401,5.74,5.8,3.45
0.33,"Very Good","H","VS1",62.9,59,579,4.35,4.4,2.75
1.2,"Premium","H","SI1",62.4,58,5718,6.76,6.79,4.23
1.01,"Premium","D","SI1",61.5,61,5644,6.47,6.37,3.95
1.57,"Ideal","H","SI1",62.4,56,11068,7.42,7.45,4.64
1.09,"Premium","G","VVS2",59.5,61,8454,6.74,6.7,4
0.3,"Ideal","E","VS2",61.4,56,795,4.32,4.34,2.66
0.64,"Ideal","G","VVS2",60.7,57,2587,5.58,5.63,3.4
1.13,"Premium","G","VS1",58.6,59,7404,6.91,6.84,4.03
0.34,"Premium","I","VVS2",61.5,60,596,4.45,4.49,2.75
1.21,"Very Good","H","VS1",63.3,58,6871,6.77,6.72,4.27
0.3,"Premium","H","VVS2",60.6,58,776,4.35,4.33,2.63
1,"Premium","E","VS1",61.4,58,7420,6.44,6.42,3.95
1.02,"Ideal","E","VS2",60.7,56,6704,6.58,6.61,4
1,"Good","D","SI2",64.3,53,3965,6.34,6.29,4.06
0.36,"Ideal","E","VS2",61.9,56,789,4.56,4.59,2.83
0.34,"Premium","G","VVS2",61.2,59,995,4.5,4.46,2.74
0.42,"Premium","E","SI2",60.1,58,653,4.87,4.91,2.94
1.25,"Premium","I","VS2",61.2,58,6300,6.94,6.89,4.23
0.7,"Premium","F","VVS2",62.6,59,3105,5.66,5.62,3.53
0.71,"Ideal","H","VS1",61.8,55,3229,5.72,5.77,3.55
0.41,"Ideal","E","VS1",60.4,55,1115,4.85,4.89,2.94
1.01,"Very Good","I","SI1",59.7,60,4186,6.49,6.55,3.89
0.91,"Premium","G","SI1",62.6,58,4045,6.14,6.17,3.85
0.31,"Premium","G","SI1",63,58,593,4.34,4.3,2.72
2,"Very Good","J","SI2",60.9,54,10907,8.12,8.17,4.96
0.53,"Ideal","F","VS1",61.7,56,1630,5.2,5.22,3.21
0.93,"Premium","F","VS2",61.7,58,4961,6.22,6.29,3.86
0.72,"Very Good","E","VS2",63.2,58,2923,5.67,5.72,3.6
1.5,"Premium","G","SI2",61.7,55,5460,7.39,7.32,4.54
0.32,"Ideal","D","SI1",62,55,589,4.37,4.47,2.74
1.25,"Premium","F","VS2",61.5,60,8840,6.93,6.89,4.25
2.3,"Ideal","I","SI2",61.8,57,16329,8.48,8.45,5.23
1,"Ideal","I","SI1",61.5,57,4649,6.39,6.43,3.94
0.6,"Ideal","F","SI1",61.5,55,1580,5.49,5.44,3.36
0.33,"Ideal","D","SI1",62.7,55,608,4.4,4.44,2.77
0.33,"Ideal","G","VS1",62.4,56,854,4.45,4.43,2.77
0.7,"Good","F","SI2",64.1,59,2411,5.58,5.53,3.56
0.55,"Ideal","H","SI1",61.6,55,1314,5.29,5.32,3.27
0.7,"Ideal","F","SI1",61.8,56,2528,5.68,5.75,3.53
1.27,"Ideal","E","SI2",60.8,57,7023,7,7.02,4.26
0.54,"Ideal","G","VVS1",61.3,56,2087,5.28,5.23,3.22
1.61,"Good","G","VS2",63.8,58,9467,7.43,7.36,4.72
1.01,"Ideal","F","SI1",61.7,56,5932,6.45,6.48,3.99
0.7,"Very Good","I","SI2",58.8,60,1876,5.8,5.83,3.42
1,"Premium","F","VS1",59.2,60,7056,6.53,6.48,3.85
0.37,"Premium","E","VS2",60.3,58,811,4.63,4.66,2.8
1,"Very Good","G","SI2",63.1,63,3713,6.33,6.23,3.96
0.86,"Ideal","H","SI2",61.8,55,2892,6.12,6.14,3.79
0.52,"Good","G","VS1",63.3,55,1689,5.09,5.12,3.23
0.31,"Premium","H","IF",61.7,58,816,4.33,4.36,2.68
0.3,"Good","H","SI1",63.7,57,432,4.26,4.28,2.72
1.33,"Ideal","G","VVS2",61.7,58,12345,7.04,7.07,4.35
1.2,"Ideal","D","SI1",61.1,56,9317,6.86,6.89,4.2
0.31,"Ideal","F","IF",61,56,914,4.39,4.43,2.69
1.41,"Premium","E","VS1",58.8,59,12671,7.3,7.26,4.28
0.27,"Very Good","D","VS1",60.4,59,470,4.15,4.2,2.52
0.55,"Very Good","E","VVS2",60.8,55,2238,5.26,5.33,3.22
1.03,"Premium","E","VVS1",58.8,59,11538,6.63,6.6,3.89
0.71,"Premium","E","SI1",59.5,62,2629,5.85,5.74,3.45
0.32,"Ideal","E","VS2",62.3,54,702,4.37,4.4,2.73
0.24,"Ideal","I","VVS2",61.5,56,523,4.02,4.05,2.48
1,"Good","G","SI2",61.4,61,3646,6.32,6.35,3.89
0.57,"Ideal","I","IF",61,55,1779,5.38,5.41,3.29
0.34,"Ideal","E","SI1",62.2,54,714,4.5,4.47,2.79
1.03,"Premium","E","SI1",59.5,60,6091,6.64,6.56,3.93
0.31,"Ideal","G","VVS1",61.5,54,789,4.36,4.39,2.69
1.22,"Premium","E","SI1",62.6,58,7395,6.8,6.78,4.25
0.75,"Premium","D","SI1",61.3,59,2484,5.89,5.82,3.59
2.31,"Premium","J","VVS1",62.1,58,16100,8.49,8.42,5.25
0.72,"Ideal","I","VS2",61.7,56,2650,5.73,5.78,3.55
0.51,"Ideal","G","VVS2",61.5,57,1875,5.13,5.18,3.17
1.29,"Ideal","J","SI1",61.6,57,6327,6.98,7.01,4.32
0.51,"Ideal","G","VS1",61.7,55,1781,5.17,5.14,3.18
1.74,"Ideal","I","SI2",61.6,57,8896,7.67,7.74,4.75
1.5,"Good","E","SI1",61.3,65,10868,7.17,7.23,4.41
0.42,"Premium","F","IF",62.2,56,1389,4.85,4.8,3
0.97,"Premium","F","SI1",62.7,59,4561,6.28,6.31,3.95
1.25,"Ideal","G","VVS2",62.2,55,10983,6.87,6.93,4.29
0.71,"Fair","F","SI2",60.1,68,2327,5.8,5.72,3.46
2.07,"Premium","E","SI2",61.4,58,13786,8.24,8.19,5.04
0.52,"Fair","F","VS1",57.2,59,1784,5.35,5.39,3.07
1.19,"Premium","I","VS2",61.7,57,5439,6.84,6.77,4.2
0.3,"Ideal","F","VS1",62.6,57,570,4.29,4.34,2.7
0.43,"Ideal","G","VS1",61.2,57,880,4.83,4.88,2.97
0.7,"Good","E","SI2",57.8,61,2310,5.88,5.82,3.38
0.3,"Very Good","G","VS1",62.4,58,605,4.22,4.24,2.64
0.31,"Premium","F","VS2",62.7,59,625,4.3,4.34,2.71
1.5,"Premium","H","SI2",62.2,60,7812,7.29,7.24,4.52
0.37,"Ideal","E","VVS2",61.8,54,1082,4.63,4.6,2.85
0.77,"Good","F","VS2",60.3,61,2911,5.89,5.96,3.57
0.51,"Ideal","G","VS1",62.2,55,1781,5.14,5.11,3.19
0.78,"Ideal","G","SI1",61.7,56,3056,5.9,5.93,3.65
0.9,"Good","D","VS2",62.6,65,4334,6.1,6.04,3.8
0.51,"Ideal","G","VS1",61.9,56,1691,5.12,5.16,3.18
1.02,"Ideal","F","SI2",61.3,56,4855,6.5,6.48,3.98
0.35,"Ideal","G","VS2",61,57,633,4.54,4.57,2.78
0.31,"Very Good","E","IF",60.6,60,944,4.4,4.44,2.68
1,"Ideal","I","SI1",62.5,56,4649,6.38,6.41,4
1.52,"Very Good","I","SI1",62.8,62,9129,7.23,7.29,4.56
0.4,"Very Good","F","SI1",62.9,58,687,4.69,4.72,2.96
1.27,"Ideal","J","SI2",61.2,55.7,4931,6.95,6.99,4.27
1.08,"Ideal","G","SI2",61.9,57,4544,6.55,6.57,4.06
0.39,"Premium","G","VS1",62.4,57,1097,4.68,4.62,2.9
1.03,"Very Good","E","SI1",61.3,60,5010,6.51,6.53,4
0.35,"Ideal","F","VS2",60.8,57,906,4.56,4.52,2.76
0.32,"Very Good","E","VS2",60.5,58,561,4.4,4.42,2.67
0.52,"Very Good","E","SI2",62.7,56,1173,5.07,5.1,3.19
0.5,"Ideal","G","VVS2",62.2,56,1842,5.08,5.11,3.17
0.54,"Premium","I","VVS2",60.9,59,1944,5.28,5.26,3.21
1.54,"Premium","H","VS2",61.9,61,10758,7.41,7.33,4.56
0.91,"Very Good","G","SI1",62.8,58,4045,6.15,6.18,3.87
0.54,"Ideal","I","SI1",62.3,55,1586,5.22,5.27,3.27
1.7,"Premium","G","VVS2",61.5,60,17228,7.64,7.59,4.68
0.9,"Good","D","VS2",57.9,62,3604,6.33,6.24,3.64
0.51,"Premium","D","VVS2",60.8,60,2387,5.23,5.14,3.15
1.21,"Very Good","G","VVS2",60.4,56,9484,6.88,6.92,4.17
0.45,"Premium","E","SI1",62.8,58,1091,4.88,4.84,3.05
1.02,"Very Good","I","VS2",59.3,59,4532,6.56,6.6,3.9
0.91,"Very Good","D","SI2",59.3,60,3828,6.28,6.33,3.74
0.43,"Premium","G","IF",61.1,58,1433,4.86,4.89,2.98
1.01,"Ideal","D","SI1",62.2,54,6257,6.42,6.45,4
0.56,"Ideal","F","VS1",61.7,56,2016,5.33,5.3,3.28
0.7,"Ideal","F","SI2",62,56,2355,5.68,5.71,3.53
0.72,"Premium","E","SI2",62.9,58,2376,5.74,5.68,3.59
1.01,"Very Good","D","SI1",62.9,59,5443,6.39,6.43,4.03
0.7,"Ideal","I","VS2",61.9,53.2,2240,5.68,5.71,3.56
1.02,"Very Good","E","SI2",58.7,63,4414,6.61,6.55,3.86
1,"Premium","F","SI1",62.1,60,4234,6.29,6.23,3.88
0.9,"Very Good","F","SI2",62.7,59,3569,6.1,6.18,3.85
0.7,"Good","D","SI1",64.2,60,2298,5.59,5.62,3.6
0.51,"Very Good","D","SI1",63.4,59,1237,5.07,5.02,3.2
0.32,"Very Good","F","IF",61.7,55,921,4.4,4.41,2.72
1.11,"Premium","F","SI2",62.2,57,5284,6.67,6.61,4.13
0.56,"Premium","E","VS2",61.1,59,1552,5.27,5.34,3.24
3.01,"Good","I","SI2",63.9,60,18242,9.06,9.01,5.77
0.35,"Ideal","E","VS2",61.7,56,984,4.56,4.52,2.8
0.38,"Ideal","H","VVS1",61.1,56,949,4.68,4.71,2.87
0.5,"Very Good","G","VVS1",61.5,56,1843,5.11,5.14,3.15
0.32,"Ideal","F","VS1",61.9,57,716,4.38,4.41,2.72
0.49,"Ideal","D","VS1",62.3,55,1934,5.03,5.05,3.14
0.51,"Good","J","SI1",63.9,55,1071,5.01,4.97,3.19
1.51,"Very Good","F","SI2",62.7,60,8581,7.25,7.32,4.57
0.3,"Ideal","G","VVS1",61.9,57,764,4.28,4.31,2.66
0.58,"Premium","J","VS2",59.5,62,1233,5.44,5.41,3.23
1.54,"Ideal","G","SI1",61.5,55,11333,7.4,7.45,4.57
0.46,"Premium","E","VS1",62,58,1355,4.98,4.95,3.08
0.22,"Premium","F","SI1",61.7,60,470,3.9,3.85,2.39
1.33,"Premium","G","VS2",62.3,59,9682,7.02,6.97,4.36
0.31,"Premium","H","SI1",60.5,60,573,4.4,4.33,2.64
0.38,"Ideal","F","SI2",60.6,56,827,4.73,4.7,2.86
2.25,"Ideal","I","SI2",62.4,57,17143,8.39,8.32,5.21
2.01,"Ideal","H","SI1",61.9,57,17403,8.14,8.05,5.01
0.58,"Ideal","E","VS2",61.9,57,1884,5.33,5.37,3.31
0.73,"Very Good","E","VS1",62.1,60,3353,5.71,5.79,3.57
2.04,"Premium","J","VS2",63,58,13734,8.02,7.99,5.04
1.54,"Premium","D","VS2",59.3,59,16736,7.54,7.61,4.49
0.3,"Ideal","H","VVS1",61.3,57,665,4.32,4.36,2.66
1.5,"Premium","G","SI2",58.5,62,8736,7.44,7.4,4.34
0.41,"Ideal","G","SI1",62.6,54,719,4.74,4.78,2.98
0.33,"Premium","G","VS1",61.6,58,854,4.44,4.39,2.72
1.23,"Premium","I","SI1",62,57,5717,6.91,6.83,4.26
1.01,"Good","E","SI1",64.2,56,4032,6.31,6.27,4.04
0.9,"Good","D","SI1",64.1,56,3755,6.04,6.07,3.88
0.58,"Ideal","H","VS1",61.1,57,1759,5.38,5.42,3.3
0.91,"Premium","E","SI1",62.6,58,4138,6.17,6.14,3.85
0.71,"Ideal","E","VS2",61.6,56,2891,5.74,5.76,3.54
0.5,"Premium","E","VS2",62,58,1676,5.09,5.07,3.15
0.31,"Premium","H","IF",60.4,58,761,4.41,4.43,2.67
1.17,"Fair","E","VS2",64.5,56,6814,6.75,6.68,4.33
1.21,"Ideal","E","SI1",61.8,56,8863,6.82,6.86,4.23
0.32,"Ideal","H","VVS2",61.7,56,645,4.37,4.42,2.71
0.9,"Very Good","D","SI1",62.3,53,5123,6.2,6.22,3.87
1,"Ideal","H","SI1",60.3,56,4788,6.54,6.52,3.94
0.3,"Very Good","D","SI2",62.4,59,447,4.25,4.28,2.66
0.39,"Ideal","F","VVS1",62.2,54,1124,4.71,4.74,2.94
0.3,"Very Good","H","SI1",63.4,57,540,4.31,4.27,2.72
1.5,"Good","E","VS2",63.7,56,13653,7.18,7.16,4.57
0.52,"Ideal","D","VS2",61.4,56,1664,5.16,5.19,3.18
1.51,"Ideal","G","SI2",60.8,57,8637,7.39,7.44,4.51
0.3,"Ideal","E","VVS2",61.8,56,789,4.31,4.33,2.67
1.23,"Ideal","F","VS1",62.5,54,9660,6.82,6.85,4.27
0.3,"Ideal","D","VS1",61.9,54.1,817,4.28,4.33,2.67
1.05,"Ideal","G","VVS2",61.4,56,9555,6.54,6.59,4.03
0.31,"Ideal","G","IF",61.7,55,891,4.36,4.39,2.7
2.01,"Premium","I","SI1",62.4,61,15707,8.01,7.99,4.99
1.5,"Good","G","IF",59.9,59,13998,7.39,7.46,4.45
0.77,"Very Good","D","VS2",63.1,57,3428,5.86,5.83,3.69
1.03,"Ideal","G","SI1",60.1,59,5111,6.6,6.57,3.96
1.08,"Ideal","G","SI2",62.2,56,4627,6.59,6.56,4.09
0.54,"Good","E","SI2",63.8,54,1163,5.17,5.18,3.3
2.01,"Very Good","J","SI2",61,57,11110,8.09,8.14,4.95
0.5,"Good","D","VS1",64.2,55,1701,5.01,5.08,3.24
1.21,"Ideal","F","SI2",61.8,57,6105,6.87,6.82,4.23
0.55,"Very Good","G","VS1",62.8,57,1743,5.2,5.21,3.27
1.22,"Very Good","F","SI1",63.5,56,5329,6.79,6.75,4.3
0.36,"Ideal","F","VS1",60.1,57,1013,4.67,4.62,2.79
0.54,"Ideal","D","VS2",61.1,57,1993,5.29,5.19,3.2
0.77,"Very Good","J","SI1",61,59,2086,5.94,5.99,3.64
0.53,"Premium","D","VS2",61.5,58,1857,5.2,5.24,3.21
0.55,"Ideal","G","VS1",61.6,55,1881,5.32,5.29,3.27
0.51,"Premium","E","VS2",59.2,58,1662,5.27,5.23,3.11
1.21,"Fair","H","SI1",69.6,55,3862,6.49,6.42,4.49
0.3,"Very Good","H","VS1",62.9,57,526,4.26,4.29,2.69
2,"Fair","J","I1",66.5,56,6796,7.93,7.8,5.23
1.5,"Premium","F","VS2",61,58,14352,7.37,7.31,4.48
0.52,"Very Good","D","SI1",62,60,1237,5.18,5.11,3.19
0.51,"Ideal","G","VVS2",60.1,56,1875,5.19,5.22,3.13
0.71,"Very Good","G","SI1",62.3,57,2104,5.7,5.76,3.57
1.21,"Premium","J","VVS2",60.8,60,5572,6.86,6.88,4.18
0.43,"Very Good","G","SI1",62.3,59,754,4.79,4.81,2.99
0.84,"Ideal","D","VVS1",62,54,6399,6.04,6.08,3.76
0.56,"Very Good","G","VS2",60.9,58,1580,5.34,5.36,3.26
0.4,"Premium","D","SI1",61.1,58,772,4.74,4.75,2.9
0.9,"Ideal","D","VVS1",62,56,8979,6.16,6.19,3.83
0.9,"Premium","E","SI1",62.9,58,4158,6.16,6.11,3.86
1.02,"Ideal","G","SI1",62.2,57,4988,6.43,6.49,4.02
0.51,"Premium","G","VVS2",61.7,58,1974,5.14,5.11,3.16
