"carat","cut","color","clarity","depth","table","price","x","y","z"
0.7,"Ideal","G","IF",61.3,56,3949,5.72,5.73,3.51
0.3,"Ideal","D","VS1",62.2,56,651,4.27,4.31,2.67
0.31,"Ideal","H","SI1",61,56,530,4.38,4.41,2.68
1,"Good","F","VS2",63.7,59,5929,6.27,6.32,4.01
0.7,"Good","I","VS2",63.9,65,2268,5.6,5.56,3.56
1.11,"Ideal","G","VS1",62.1,57,7917,6.61,6.63,4.11
0.36,"Ideal","F","SI1",59.7,57,644,4.69,4.72,2.81
0.53,"Premium","E","VS2",61.6,57,1813,5.21,5.18,3.2
0.31,"Premium","G","VVS1",59.8,62,977,4.41,4.35,2.62
0.91,"Ideal","F","SI2",61.1,55,3246,6.24,6.19,3.8
1,"Ideal","G","VVS2",60.8,57,7885,6.47,6.45,3.93
0.31,"Ideal","H","VS2",62.6,57,489,4.31,4.35,2.71
1.22,"Premium","E","I1",60.9,57,2862,6.93,6.88,4.21
1.22,"Very Good","H","SI1",62.4,57,6323,6.78,6.82,4.24
0.3,"Ideal","F","VS2",61.6,56,573,4.3,4.33,2.66
1.2,"Very Good","E","SI2",63.3,55,5645,6.77,6.73,4.27
1.1,"Ideal","F","VS2",61.4,56,7589,6.68,6.64,4.09
1.07,"Very Good","G","VVS2",59.4,57,7597,6.74,6.69,3.99
1.11,"Ideal","G","SI2",61.9,55,4185,6.65,6.6,4.1
1.09,"Ideal","I","SI1",59.4,61,4692,6.68,6.73,3.98
1.17,"Ideal","J","SI1",62.1,57,4617,6.74,6.81,4.21
0.33,"Ideal","G","SI1",62.2,54,475,4.42,4.45,2.76
1.07,"Very Good","J","VVS2",60,60,5661,6.57,6.59,3.95
0.41,"Ideal","D","VS1",62.1,56,1230,4.8,4.77,2.97
1.11,"Premium","F","SI1",60.1,61,5483,6.74,6.64,4.06
0.35,"Premium","H","VVS1",59.9,59,1024,4.61,4.57,2.75
0.51,"Premium","D","SI2",60.2,58,1109,5.24,5.2,3.14
1.24,"Ideal","I","SI1",62.1,56,5797,6.84,6.88,4.26
0.9,"Very Good","F","SI2",61.1,54,3519,6.27,6.29,3.84
0.38,"Premium","G","SI1",60,60,666,4.65,4.72,2.81
1.03,"Ideal","E","VS1",61.9,57,8629,6.46,6.44,4
1.01,"Good","F","SI2",61.5,62,4302,6.41,6.46,3.96
1.52,"Very Good","J","VS1",62.2,55,8217,7.35,7.42,4.59
0.34,"Ideal","G","VVS1",62.1,55,956,4.49,4.46,2.78
0.52,"Premium","G","VS1",61.2,60,1815,5.19,5.13,3.16
0.71,"Premium","I","VS2",60.4,60,2300,5.8,5.72,3.48
1.01,"Very Good","G","VS1",63.1,55,6795,6.34,6.37,4.01
0.97,"Ideal","I","I1",61.6,53,2239,6.4,6.43,3.95
0.76,"Ideal","G","VVS2",62,56,3927,5.86,5.88,3.64
0.59,"Ideal","G","VS2",61.9,56,2057,5.38,5.42,3.34
1.67,"Ideal","G","VS1",61.5,55,16643,7.62,7.67,4.7
2.29,"Ideal","J","SI2",61.8,56.4,13726,8.4,8.5,5.23
1.5,"Good","G","VS2",63.6,60,12787,7.24,7.2,4.59
1.02,"Ideal","F","VS2",62,56,7326,6.42,6.45,3.99
2.27,"Ideal","G","SI1",61.1,60,18343,8.46,8.42,5.16
0.7,"Premium","I","VS1",61.7,61,2234,5.69,5.63,3.49
0.71,"Very Good","J","SI1",60.7,58,1643,5.78,5.81,3.52
0.62,"Ideal","H","VS1",61.8,54,1828,5.5,5.53,3.41
0.52,"Very Good","E","SI1",58.4,58,1382,5.29,5.33,3.1
0.71,"Very Good","F","VS2",60.6,58,2697,5.74,5.81,3.5
1.01,"Fair","G","VS2",66.8,56,4480,6.15,6.09,4.09
1.04,"Good","D","SI1",63.7,58,5708,6.43,6.39,4.08
0.41,"Ideal","F","VS2",61.9,56,1107,4.76,4.74,2.94
0.33,"Ideal","G","IF",62.1,56,1052,4.44,4.41,2.75
0.9,"Premium","G","VS2",60.9,58,4183,6.34,6.19,3.79
0.9,"Premium","E","SI2",62.2,60,3662,6.15,6.19,3.84
0.32,"Very Good","E","SI1",63.1,54,672,4.41,4.37,2.77
0.54,"Premium","E","VS2",59.2,58,1754,5.32,5.35,3.16
0.24,"Ideal","G","VVS1",62,55,559,4.01,4.03,2.49
0.9,"Very Good","F","SI1",62,59,3950,6.13,6.17,3.81
0.79,"Very Good","H","SI1",63.2,59,2663,5.87,5.84,3.7
2.2,"Ideal","I","VS1",61.4,57,15092,8.41,8.37,5.15
0.34,"Premium","E","SI2",62.4,59,612,4.46,4.42,2.77
0.25,"Very Good","E","VVS1",62.9,58,576,4.01,4.03,2.53
0.36,"Ideal","I","VVS1",61.7,56,824,4.59,4.62,2.84
0.42,"Ideal","G","VS2",62.1,56,847,4.79,4.84,2.99
0.35,"Very Good","F","VVS1",61.6,56,966,4.53,4.55,2.79
0.73,"Ideal","I","VVS1",61.9,55,2575,5.78,5.82,3.59
0.9,"Premium","D","VS2",61.6,62,4717,6.12,6.09,3.76
0.34,"Ideal","D","VS2",61.6,55,687,4.48,4.54,2.78
1.01,"Premium","G","VS1",62,58,6441,6.44,6.4,3.98
1.52,"Ideal","G","VVS1",61.4,57,16343,7.38,7.4,4.54
0.31,"Premium","E","VVS2",61.3,60,816,4.33,4.35,2.66
0.36,"Ideal","G","VS1",61.1,55,746,4.63,4.66,2.84
0.73,"Very Good","G","VS1",62.4,58.1,2999,5.71,5.75,3.58
0.27,"Ideal","D","VVS2",61.5,56,752,4.18,4.15,2.56
0.52,"Good","D","VS2",63.5,57,1701,5.08,5.13,3.24
1.16,"Premium","I","VS1",60.4,59,5457,6.89,6.82,4.14
1.05,"Ideal","I","VVS2",61.8,54,5352,6.55,6.57,4.05
0.36,"Ideal","E","VS2",62.1,55,789,4.54,4.58,2.83
1.7,"Premium","I","VS2",62.5,58,9996,7.52,7.45,4.68
0.51,"Ideal","E","VVS1",61.3,56,3197,5.13,5.21,3.17
0.46,"Fair","G","VS1",58,66,1035,5.08,5.03,2.93
2.15,"Ideal","H","SI1",61.5,60,18470,8.17,8.29,5.06
0.64,"Very Good","E","VS2",60.5,58.1,2222,5.59,5.62,3.39
0.37,"Ideal","F","SI1",61.6,55,747,4.65,4.67,2.87
1.39,"Very Good","E","VS1",60.9,61,12614,7.15,7.19,4.37
1.01,"Fair","F","VS2",64.5,58,5226,6.28,6.18,4.02
0.9,"Very Good","F","SI1",63.4,57,3699,6.06,6.11,3.86
0.77,"Premium","D","VS1",62.1,57,3644,5.85,5.8,3.62
0.53,"Ideal","E","VS1",61.5,55,1917,5.22,5.24,3.22
1.16,"Ideal","G","SI1",61.8,55,5908,6.75,6.78,4.18
1.28,"Ideal","H","SI1",61.8,57,7109,7.02,6.97,4.32
1.06,"Ideal","G","VS1",61.4,56,7589,6.55,6.58,4.03
0.57,"Premium","D","VS2",61.9,58,1944,5.32,5.35,3.3
1.51,"Fair","I","SI2",66,57,6156,7.14,7,4.7
0.92,"Good","G","VVS2",58.8,57,5390,6.32,6.37,3.73
1.08,"Ideal","J","SI2",61.8,57,3537,6.56,6.58,4.06
1.16,"Premium","H","SI2",62.6,57,4979,6.75,6.67,4.2
1.23,"Ideal","I","VS1",61.5,56,6435,6.86,6.89,4.23
0.9,"Fair","D","SI1",64,63,4796,6.12,6.04,3.89
1.02,"Very Good","H","SI1",61,59,5455,6.48,6.53,3.97
0.24,"Very Good","G","VVS1",62.3,59,432,3.92,3.95,2.45
0.5,"Ideal","E","VS1",62.2,57,1724,5.13,5.1,3.18
0.3,"Good","J","VS2",63.4,57,368,4.22,4.26,2.69
0.37,"Very Good","D","VS1",61.1,58,820,4.66,4.7,2.86
0.31,"Ideal","D","VS2",62,55,734,4.36,4.38,2.71
0.38,"Ideal","D","VS1",61,57,955,4.66,4.69,2.85
1.5,"Premium","E","SI2",62.7,59,8316,7.3,7.22,4.55
0.58,"Very Good","H","SI1",62.1,55,1239,5.35,5.38,3.33
0.3,"Good","H","VVS1",63.4,55,684,4.28,4.3,2.72
0.53,"Ideal","I","SI1",61.5,56,1094,5.21,5.23,3.21
0.93,"Premium","D","SI1",60.8,59,4448,6.27,6.24,3.8
0.33,"Very Good","H","VS1",59,62,540,4.49,4.52,2.66
0.27,"Ideal","H","SI1",61.3,55,383,4.17,4.21,2.57
1.21,"Ideal","H","SI1",62.2,54,6876,6.8,6.86,4.25
0.42,"Ideal","E","VS1",61.6,57,1105,4.8,4.84,2.97
1.06,"Premium","J","SI2",61.3,60,3740,6.59,6.52,4.02
0.3,"Premium","G","VS1",61.4,60,605,4.3,4.33,2.65
2.01,"Ideal","H","SI2",60.1,57,15562,8.24,8.2,4.94
0.9,"Good","D","SI2",64,59,4078,6.04,6.09,3.88
2.03,"Premium","I","SI1",59.8,59,12844,8.29,8.24,4.94
0.9,"Premium","G","SI1",62.6,57,4455,6.16,6.11,3.84
0.7,"Ideal","I","SI1",59.9,59,2083,5.75,5.8,3.46
0.25,"Premium","E","VS1",61.5,60,558,4.04,4.02,2.48
0.72,"Premium","E","SI2",59.3,60,1808,5.88,5.85,3.48
0.91,"Ideal","G","VS2",62.3,57,4257,6.18,6.24,3.87
0.72,"Ideal","D","VS2",62.1,54,3450,5.76,5.81,3.59
1.56,"Ideal","H","SI2",62.1,58,8517,7.35,7.41,4.58
0.35,"Ideal","G","VS2",61.3,56,807,4.55,4.58,2.8
0.51,"Ideal","D","VS2",60.5,56,1767,5.21,5.2,3.15
0.51,"Very Good","F","IF",59.4,60,2304,5.18,5.23,3.09
1.01,"Ideal","G","VS2",62.4,56,6108,6.41,6.37,3.99
1.5,"Premium","H","VS2",62.2,58,10291,7.27,7.36,4.55
1.08,"Ideal","E","SI2",61.7,57,4989,6.55,6.6,4.06
0.32,"Very Good","H","VVS2",62.9,57,645,4.36,4.39,2.75
1.24,"Ideal","H","VS1",61.6,56,8299,6.88,6.91,4.25
0.9,"Very Good","F","SI1",63.7,58,3950,6.05,6.1,3.87
1,"Very Good","G","VS2",63,59,5702,6.36,6.4,4.02
0.41,"Premium","D","VVS2",62.5,58,1356,4.75,4.72,2.96
0.41,"Very Good","G","VS2",62.9,59,827,4.7,4.75,2.97
0.78,"Ideal","D","SI1",61.1,57,3214,5.95,5.97,3.64
0.31,"Ideal","G","VVS2",61.5,56,687,4.38,4.4,2.7
0.32,"Ideal","E","VVS2",60.8,57,1080,4.46,4.42,2.7
0.51,"Ideal","D","VS2",61.8,55,1882,5.16,5.1,3.17
0.81,"Ideal","E","SI2",62.1,57,3050,5.97,5.91,3.69
0.51,"Ideal","I","VS1",61.8,56,1301,5.1,5.13,3.16
0.3,"Very Good","D","VS2",62.2,58,710,4.25,4.3,2.66
0.54,"Premium","G","SI1",61.1,60,1340,5.24,5.2,3.19
1.54,"Premium","E","VS2",62.7,58,15316,7.37,7.33,4.61
0.36,"Premium","F","VS1",61.3,57,1013,4.58,4.56,2.8
1.21,"Premium","I","SI1",59.3,59,5421,6.98,6.95,4.13
0.73,"Premium","G","VS2",60.7,58,2746,5.82,5.87,3.55
1.01,"Premium","G","VS2",61.2,57,5701,6.46,6.41,3.94
2.01,"Ideal","I","SI1",59.9,60,17126,8.27,8.2,4.93
0.32,"Very Good","G","VS1",63,55,645,4.35,4.38,2.75
1.26,"Very Good","E","SI2",62.9,59,5976,6.82,6.85,4.3
0.32,"Ideal","D","VS2",61.2,56,671,4.38,4.41,2.69
0.7,"Very Good","E","VVS2",60.7,56,3295,5.77,5.82,3.52
0.72,"Premium","E","SI1",61.3,58,2666,5.81,5.78,3.55
0.43,"Ideal","G","SI1",61.5,57,790,4.84,4.87,2.98
0.68,"Ideal","G","VS1",61.7,55,2526,5.71,5.66,3.51
1.28,"Very Good","F","VVS2",58.9,57,12285,7.13,7.17,4.21
0.23,"Very Good","E","VVS2",64.1,58,505,3.85,3.89,2.48
1.09,"Premium","D","SI2",61.3,58,5042,6.65,6.62,4.07
0.34,"Ideal","G","VS1",61.3,55,898,4.52,4.55,2.78
0.9,"Good","F","VS1",63.3,59,4508,6.03,6.07,3.83
0.33,"Ideal","H","IF",61.9,55,1114,4.44,4.42,2.74
1.02,"Ideal","E","SI1",62.2,57,5553,6.41,6.45,4
0.43,"Premium","F","SI1",60.5,60,1016,4.88,4.84,2.94
1,"Good","E","SI2",61.5,64,4077,6.29,6.22,3.85
1.11,"Premium","E","SI2",61,60,4177,6.68,6.66,4.07
0.3,"Ideal","D","VS2",61.7,55,911,4.36,4.33,2.68
1.21,"Ideal","J","SI1",62.7,55,5489,6.84,6.79,4.27
0.6,"Ideal","E","SI1",61.4,58,1749,5.44,5.47,3.35
0.55,"Ideal","H","VS2",62.5,54,1402,5.24,5.29,3.29
0.31,"Ideal","E","VVS2",61.4,58,755,4.33,4.37,2.67
0.33,"Ideal","E","VS1",61.7,54,768,4.45,4.47,2.75
2.1,"Very Good","I","SI1",59.9,61,15474,8.26,8.34,4.97
0.43,"Premium","G","VVS1",62,59,1207,4.8,4.82,2.98
1.5,"Very Good","G","VS2",61.1,60,13528,7.4,7.3,4.49
1,"Very Good","F","SI2",61.3,61,4372,6.36,6.39,3.91
0.35,"Premium","J","VS1",62.4,58,949,5.67,5.64,3.53
0.33,"Ideal","F","VVS1",61.8,57,1021,4.46,4.44,2.75
0.41,"Ideal","F","VS1",60.8,56,1076,4.79,4.76,2.92
0.51,"Ideal","H","VVS1",61.8,55,1776,5.15,5.18,3.19
0.9,"Ideal","H","SI1",61.6,56,4740,6.17,6.23,3.82
0.3,"Very Good","G","VS1",62.5,55,605,4.25,4.32,2.68
0.31,"Ideal","G","IF",61.7,54,891,4.38,4.4,2.71
0.34,"Premium","E","SI1",60.7,60,596,4.48,4.51,2.73
1.11,"Premium","I","VS2",63,53,4744,6.64,6.59,4.17
0.3,"Premium","G","VS1",61.4,58,776,4.35,4.32,2.66
2.14,"Premium","I","SI1",61.3,61,15913,8.32,8.28,5.09
1.53,"Premium","G","VS1",60.2,59,13119,7.5,7.45,4.5
0.36,"Ideal","E","VVS2",61.9,55,998,4.57,4.61,2.84
0.75,"Very Good","E","SI1",59.2,59,3260,5.93,5.97,3.52
1.5,"Premium","H","SI1",61.4,58,10080,7.41,7.28,4.51
1.05,"Premium","H","SI1",59.5,58,4692,6.69,6.61,3.96
1,"Very Good","E","SI1",63.4,58,4805,6.29,6.26,3.98
0.58,"Premium","I","VVS1",62.6,59,1758,5.31,5.27,3.31
0.9,"Very Good","D","SI1",61.8,61,4068,6.16,6.2,3.82
0.31,"Ideal","G","VVS1",61.7,57,1046,4.38,4.34,2.69
0.5,"Very Good","I","SI1",62.4,58,1048,5,5.06,3.14
0.5,"Good","F","VS2",63.6,58,1333,5.02,5.05,3.2
2.01,"Premium","H","SI1",61.7,60,18188,8.06,7.96,4.94
1.01,"Fair","G","VS2",59.1,56,6271,6.55,6.52,3.86
0.77,"Ideal","D","VS2",61.8,56,3721,5.84,5.9,3.63
1,"Premium","F","VVS2",59.9,60,8602,6.5,6.46,3.88
0.34,"Good","E","SI1",63.3,57,556,4.44,4.47,2.82
1.54,"Premium","H","VS2",61.9,59,11769,7.33,7.31,4.53
1.3,"Ideal","G","VS2",61.9,55,9225,7.04,7.01,4.35
0.32,"Premium","G","SI1",61.6,58,477,4.36,4.4,2.7
1.5,"Good","H","SI2",64,61,5208,7.18,7.14,4.58
0.26,"Ideal","F","VS1",60.9,57,580,4.13,4.11,2.51
0.3,"Ideal","H","SI2",60,56,408,4.41,4.43,2.65
1.01,"Good","G","VS1",63.7,56,6529,6.37,6.29,4.03
0.57,"Ideal","G","I1",59.5,57,1019,5.46,5.42,3.24
0.71,"Premium","F","SI2",60.2,60,2331,5.8,5.77,3.48
0.37,"Ideal","G","SI1",61.4,55,586,4.63,4.68,2.86
0.74,"Ideal","I","VS2",61.9,55,2997,5.8,5.83,3.6
0.23,"Very Good","E","VVS2",61.6,60,505,3.97,3.99,2.45
2.02,"Premium","E","SI2",59.8,58,17825,8.2,8.16,4.89
0.35,"Ideal","G","IF",61.7,55,1001,4.52,4.55,2.8
0.58,"Very Good","F","VVS1",59.7,57,2636,5.48,5.51,3.28
1.11,"Very Good","D","VS2",63.2,57,8006,6.64,6.61,4.18
0.26,"Ideal","E","VVS1",62,56,769,4.13,4.09,2.55
0.32,"Good","H","SI1",63.1,55,449,4.34,4.37,2.75
0.77,"Very Good","J","VS2",62.1,62,1843,5.82,5.87,3.63
0.5,"Very Good","E","VS1",62.7,56,1675,5.09,5.12,3.2
0.31,"Very Good","E","VVS2",61.5,55,710,4.37,4.41,2.7
1.06,"Premium","G","VS1",62,58,7130,6.56,6.51,4.05
0.48,"Fair","E","VS2",64.9,54,1215,4.94,4.92,3.2
0.31,"Premium","E","SI1",62.7,58,698,4.33,4.31,2.71
0.9,"Ideal","I","VS1",62.4,56,3867,6.14,6.19,3.85
0.73,"Ideal","E","VS2",62.7,56,3077,5.75,5.8,3.62
0.52,"Very Good","E","VS1",59.1,58,1875,5.31,5.38,3.16
1.54,"Ideal","J","VS1",62.2,59,8848,7.34,7.38,4.58
0.46,"Ideal","D","VS2",62.7,57,1388,4.93,4.89,3.08
1.01,"Very Good","G","VS2",61.6,61,5759,6.36,6.46,3.95
0.34,"Good","H","VS2",63.7,57,689,4.44,4.42,2.82
1.04,"Ideal","G","VS2",62.6,55,6177,6.45,6.49,4.05
0.63,"Ideal","G","SI1",62,55,1628,5.49,5.54,3.42
0.35,"Ideal","E","VS1",61.3,55,945,4.58,4.55,2.8
1.05,"Very Good","E","SI1",59.7,57,6224,6.63,6.71,3.98
0.38,"Premium","E","SI2",61.6,57,812,4.65,4.61,2.85
0.31,"Very Good","E","SI1",63.1,57,698,4.31,4.28,2.71
1.3,"Premium","J","VS2",61.5,58,5951,7.05,7,4.32
0.3,"Ideal","H","VS1",62.7,55,675,4.3,4.25,2.68
0.78,"Good","D","VS2",64,54,3298,5.82,5.86,3.74
1.01,"Ideal","G","SI1",62.3,56,5006,6.42,6.38,3.99
0.9,"Good","D","SI2",64,59,4078,6.04,6.09,3.88
0.53,"Ideal","H","VS1",61.7,56,1678,5.21,5.23,3.22
1,"Premium","G","SI2",63,56,3640,6.37,6.33,4
1.27,"Ideal","D","SI1",62.1,55,8256,6.92,6.96,4.31
0.51,"Ideal","G","VS2",62.3,54,1660,5.17,5.12,3.21
1.24,"Premium","H","VS2",61.2,59,6850,6.89,6.93,4.23
0.38,"Ideal","E","SI1",61.8,53.8,693,4.63,4.67,2.88
1.75,"Premium","F","VS2",61.4,58,17017,7.72,7.76,4.75
1.69,"Premium","I","I1",62.4,60,6320,7.56,7.59,4.73
0.54,"Ideal","G","VS1",61.4,57,1567,5.2,5.23,3.2
1.01,"Good","D","VS2",64.2,60,6066,6.32,6.35,4.07
0.87,"Ideal","H","VS2",62.3,57,3372,6.08,6.12,3.8
0.3,"Very Good","G","SI1",59.5,63,447,4.29,4.32,2.56
0.3,"Ideal","H","VVS2",61.9,56,542,4.28,4.31,2.65
0.52,"Ideal","G","VVS2",61.3,56,1897,5.18,5.2,3.18
0.41,"Premium","G","VS1",61.9,58,899,4.75,4.78,2.95
0.31,"Premium","G","VS2",58.8,62,605,4.41,4.4,2.59
0.54,"Premium","F","SI1",61.8,60,1237,5.2,5.22,3.22
0.55,"Ideal","H","SI1",62.2,54,1084,5.24,5.28,3.27
0.7,"Good","H","SI1",64.2,58,1771,5.59,5.62,3.6
0.73,"Ideal","J","VS2",62,56,2258,5.76,5.79,3.58
1.03,"Ideal","E","SI1",62,55,5411,6.46,6.5,4.02
0.55,"Ideal","G","VVS2",62,53.8,2064,5.25,5.28,3.27
0.51,"Ideal","E","SI1",61.7,55,1443,5.17,5.13,3.18
1.23,"Premium","I","SI1",62.5,59,5412,6.8,6.84,4.26
0.61,"Very Good","D","SI1",62.4,59,1622,5.42,5.45,3.39
0.86,"Fair","G","VS1",64.6,58.8,3756,5.95,6.04,3.87
0.36,"Very Good","G","VS1",62.9,57,726,4.56,4.6,2.88
1,"Good","G","VS2",63.7,59,5484,6.38,6.33,4.05
0.91,"Premium","H","SI1",62.2,60,3669,6.22,6.16,3.85
0.4,"Very Good","F","VVS1",63.3,57,1224,4.7,4.68,2.97
0.31,"Ideal","E","SI1",61.1,56,660,4.39,4.41,2.69
0.3,"Ideal","D","SI2",62.1,57,447,4.3,4.33,2.68
0.71,"Ideal","F","VVS2",62,57,3499,5.7,5.65,3.52
0.34,"Ideal","E","VS1",62.1,56,1033,4.5,4.48,2.79
0.57,"Ideal","D","VS2",62.1,56,1963,5.34,5.29,3.3
1.51,"Premium","E","I1",59,62,6494,7.41,7.36,4.36
0.5,"Very Good","F","VS1",62,58,1692,5.08,5.11,3.16
0.31,"Ideal","G","VS1",62.1,55,802,4.36,4.33,2.7
1.02,"Premium","H","SI1",61.2,57,4819,6.54,6.5,3.99
0.81,"Ideal","F","SI1",61.2,57,3146,6,6.05,3.69
0.24,"Good","F","IF",65.1,58,492,3.86,3.88,2.52
0.55,"Ideal","J","SI1",60.9,57,1100,5.24,5.3,3.21
0.32,"Premium","H","VVS1",60.9,58,730,4.4,4.43,2.69
0.75,"Ideal","F","SI1",61.2,55,2966,5.87,5.92,3.61
0.61,"Fair","I","VS2",57.4,60.9,1437,5.6,5.65,3.23
0.24,"Very Good","E","VVS1",62.2,59,552,3.99,4.02,2.49
0.42,"Ideal","H","VVS1",61.8,55,1035,4.85,4.8,2.98
2.02,"Premium","E","SI2",61,59,18117,8.18,8.12,4.97
0.74,"Ideal","H","SI1",62.1,56,2870,5.77,5.83,3.6
0.8,"Premium","G","VS2",60.6,59,3002,6.02,5.97,3.63
0.37,"Ideal","D","SI1",61.5,57,874,4.63,4.6,2.84
0.81,"Very Good","I","SI1",60.3,58,2701,6,6.04,3.63
0.38,"Very Good","H","VS2",62.8,56,700,4.59,4.62,2.89
0.31,"Ideal","F","VS1",62.1,56,872,4.35,4.32,2.69
1.27,"Ideal","F","IF",61.3,55,15377,6.98,7.02,4.29
0.92,"Fair","F","SI2",65.1,58,3282,6.12,6.07,3.97
0.4,"Ideal","H","SI1",62.6,57,855,4.7,4.66,2.93
0.32,"Very Good","H","VS1",61.7,58,561,4.37,4.41,2.71
1.02,"Very Good","I","VS2",59.3,59,4762,6.57,6.62,3.91
0.46,"Good","E","VVS2",60.7,62,1778,4.97,5.01,3.03
0.4,"Premium","D","VS2",62.4,59,982,4.7,4.72,2.94
0.33,"Ideal","F","VVS2",60.7,57,824,4.48,4.51,2.73
0.4,"Very Good","G","SI1",61.6,59,702,4.66,4.72,2.89
0.53,"Ideal","F","VVS2",62.3,56,1943,5.2,5.24,3.25
0.7,"Premium","D","SI2",62.1,60,2299,5.71,5.73,3.55
2,"Premium","H","SI2",60.7,60,15451,8.11,8.07,4.91
0.32,"Ideal","G","IF",61.3,56,918,4.4,4.44,2.71
1.54,"Premium","I","SI2",61.5,61,6278,7.41,7.31,4.53
0.71,"Good","J","SI1",61.5,62,1755,5.61,5.66,3.47
2.02,"Premium","E","SI2",61,59,18117,8.18,8.12,4.97
2.5,"Fair","H","SI2",64.9,58,13278,8.46,8.43,5.48
0.32,"Very Good","H","SI1",63.1,54,576,4.42,4.36,2.77
1.24,"Premium","H","SI1",60.2,60,6808,6.94,6.91,4.17
1.01,"Ideal","H","SI1",61.2,56,5664,6.44,6.47,3.95
0.24,"Ideal","E","VVS2",61.3,57,526,4,4.02,2.46
0.41,"Ideal","J","VS1",60.2,57,830,4.85,4.81,2.91
0.39,"Premium","G","VS2",61.2,60,1009,4.73,4.68,2.88
0.31,"Very Good","D","VS1",62.3,56,736,4.33,4.37,2.71
1.52,"Very Good","I","VS2",61.7,55,10130,7.39,7.32,4.54
0.3,"Ideal","F","VVS2",62.1,57,694,4.25,4.28,2.65
0.9,"Very Good","I","VS1",62.6,58,3844,6.09,6.15,3.83
1.11,"Premium","H","VS1",62.3,57,4687,6.67,6.62,4.14
0.3,"Premium","I","SI1",61.9,61,506,4.29,4.27,2.65
1.27,"Very Good","F","VVS1",62.5,56,13200,6.99,6.93,4.35
0.32,"Good","D","SI1",63.3,57,589,4.37,4.38,2.77
1.01,"Premium","G","VVS2",61.5,61,5963,6.44,6.38,3.94
0.7,"Very Good","D","SI1",61,59,2409,5.67,5.7,3.47
0.91,"Premium","H","VS1",61,59,4670,6.25,6.18,3.79
0.3,"Premium","G","VVS2",61.8,59,878,4.26,4.22,2.62
0.57,"Ideal","E","SI1",61.9,56,1728,5.35,5.32,3.3
0.58,"Ideal","D","VS1",61.4,57,2067,5.41,5.34,3.3
0.7,"Premium","G","VS2",60.9,60,2657,5.72,5.68,3.47
0.31,"Premium","H","VVS1",63,58,907,4.37,4.33,2.74
0.36,"Premium","D","VS2",61.8,58,1094,4.58,4.55,2.82
0.51,"Ideal","G","VS1",62,56,1656,5.06,5.16,3.17
1.56,"Ideal","H","VS2",61.6,57,11922,7.51,7.45,4.61
0.42,"Very Good","H","VS2",59,57,843,4.92,4.95,2.91
1.06,"Premium","G","VS2",62.3,59,5813,6.52,6.49,4.05
0.7,"Ideal","G","VVS1",61.6,57,3763,5.69,5.73,3.52
0.8,"Premium","J","SI1",58.4,59,2016,6.12,6.04,3.55
1.5,"Fair","I","SI2",70.1,58,4328,6.96,6.85,4.84
0.9,"Very Good","I","SI1",62.6,58,3220,6.08,6.15,3.83
0.31,"Premium","H","VVS1",61.8,59,612,4.32,4.36,2.68
0.31,"Ideal","G","IF",61.3,56,891,4.38,4.4,2.69
0.54,"Premium","G","VS1",61.1,59,1754,5.22,5.26,3.2
1.51,"Ideal","E","VS1",62.2,57,17649,7.37,7.32,4.57
1.03,"Very Good","J","SI2",58,60,3729,6.64,6.67,3.86
1.51,"Premium","F","VS1",62.7,59,13134,7.31,7.23,4.56
0.75,"Premium","E","SI1",61.1,59,2814,5.86,5.83,3.57
0.33,"Very Good","G","VVS1",62.8,59,868,4.38,4.44,2.77
0.61,"Ideal","F","SI2",61.3,55,1424,5.47,5.55,3.38
0.3,"Ideal","I","SI2",62,54,348,4.31,4.34,2.68
0.24,"Premium","E","VVS1",60.7,58,710,4.03,4.01,2.44
0.92,"Ideal","H","SI1",61.6,56,4587,6.21,6.25,3.84
0.43,"Very Good","E","VVS2",60.8,57,1245,4.89,4.92,2.98
0.31,"Ideal","F","VS2",60.8,57,749,4.41,4.38,2.67
0.33,"Ideal","E","SI1",62.4,56,743,4.43,4.41,2.76
0.3,"Ideal","J","SI1",62.3,57,367,4.27,4.3,2.67
0.43,"Premium","D","VVS1",59.6,58,1584,4.89,4.94,2.93
0.3,"Ideal","G","IF",61.8,57,844,4.28,4.31,2.65
0.72,"Ideal","D","VS2",61.8,57,3099,5.76,5.73,3.55
1.03,"Premium","E","VS1",61.4,58,7677,6.52,6.58,4.02
1.01,"Ideal","G","IF",60.8,59,8869,6.47,6.5,3.94
0.32,"Ideal","D","VS2",61.6,56,972,4.4,4.37,2.7
0.53,"Ideal","I","SI1",61.5,56,1094,5.21,5.23,3.21
1.41,"Good","H","VS2",63.8,60,9088,7.04,7.12,4.52
0.31,"Premium","I","SI1",61.4,61,523,4.39,4.34,2.68
0.34,"Ideal","E","VS2",61.8,57,696,4.48,4.52,2.78
1.53,"Premium","H","VS2",59.9,60,10827,7.5,7.46,4.48
0.41,"Ideal","F","VS2",61,57,863,4.76,4.81,2.92
0.36,"Very Good","H","VS1",60.8,59,631,4.59,4.62,2.8
0.31,"Premium","I","SI1",60.1,59,537,4.41,4.38,2.64
0.26,"Very Good","D","VVS2",62.8,60,554,4.01,4.05,2.53
0.31,"Ideal","E","VVS1",62.1,55,853,4.34,4.36,2.7
1.21,"Premium","H","SI2",58.8,60,6098,6.99,6.95,4.1
1.45,"Premium","H","VS2",58.4,59,9216,7.44,7.42,4.34
