"carat","cut","color","clarity","depth","table","price","x","y","z"
1.06,"Premium","G","VS2",60.1,58,6325,6.67,6.64,4
0.78,"Very Good","J","SI1",58,61,2164,6.07,6.13,3.54
1.2,"Premium","I","SI2",59,60,4234,6.99,6.95,4.11
2.07,"Ideal","I","SI1",61.2,57,14857,8.12,8.23,5
0.32,"Ideal","H","VS2",61.5,56,505,4.38,4.4,2.7
1.02,"Very Good","D","VS2",62.9,60,7257,6.37,6.42,4.02
0.25,"Ideal","G","VS1",62.3,54,438,4.05,4.11,2.54
0.31,"Ideal","G","SI1",61.6,55,563,4.34,4.37,2.68
0.39,"Premium","G","VS1",61.7,62,951,4.69,4.65,2.88
0.3,"Ideal","H","VVS1",61.9,57,665,4.29,4.31,2.66
1.2,"Very Good","G","VVS1",63.3,59,8928,6.72,6.64,4.23
1.02,"Very Good","F","SI1",63.1,55,5058,6.45,6.38,4.05
0.71,"Ideal","H","VS1",61.4,56,3229,5.74,5.78,3.54
1.41,"Very Good","H","SI2",58.5,57,7339,7.36,7.44,4.33
0.33,"Ideal","H","VVS2",61.7,56,666,4.41,4.44,2.73
1,"Very Good","G","IF",58.3,62,8002,6.51,6.57,3.81
0.71,"Ideal","D","SI2",61.1,57,2612,5.77,5.79,3.53
0.81,"Premium","G","VS2",62.9,58,3193,5.94,5.88,3.72
0.8,"Good","F","VS1",59,60.9,3477,6.03,6.04,3.56
0.36,"Ideal","H","VVS2",62.3,57,932,4.57,4.52,2.83
1.02,"Premium","F","SI2",61.5,58,4459,6.42,6.49,3.97
0.33,"Ideal","G","VVS2",60.1,57,752,4.48,4.51,2.7
0.91,"Very Good","G","SI1",63.5,61,3710,6.1,6.05,3.86
0.53,"Premium","F","I1",61.3,58,886,5.22,5.18,3.19
1.6,"Premium","J","VS1",62.6,59,7903,7.51,7.4,4.66
1.07,"Ideal","F","SI1",61.9,56,5264,6.55,6.61,4.07
0.7,"Very Good","G","SI2",60.6,58,2057,5.72,5.77,3.48
0.72,"Premium","G","VVS2",61.6,58,2720,5.78,5.81,3.57
1.52,"Ideal","G","SI1",63,55,11510,7.31,7.38,4.63
0.56,"Ideal","F","VVS2",61.9,56,2462,5.29,5.32,3.28
0.3,"Very Good","H","VVS1",62.3,56,626,4.26,4.31,2.67
0.5,"Very Good","E","VVS2",61.7,61,2083,5.09,5.12,3.15
0.71,"Ideal","F","VS1",61.9,56,3799,5.66,5.72,3.53
1.02,"Ideal","E","VS2",62.7,56,6854,6.44,6.38,4.02
0.3,"Ideal","H","VVS1",61.1,58,665,4.33,4.35,2.65
0.76,"Ideal","E","VS2",61.5,59,3497,5.84,5.86,3.6
0.72,"Premium","F","SI2",61.3,59,1676,5.81,5.76,3.55
1.51,"Premium","G","SI1",62.2,58,10688,7.3,7.26,4.53
0.74,"Very Good","F","SI1",61.5,58,2583,5.82,5.85,3.59
2.29,"Ideal","J","SI2",62.8,56,14500,8.36,8.39,5.25
0.71,"Premium","G","SI2",62.3,55,1977,5.72,5.68,3.55
0.77,"Premium","E","SI1",60.9,58,2896,5.94,5.88,3.6
0.96,"Very Good","F","SI1",62.1,62,4755,6.24,6.32,3.9
1.36,"Premium","H","VS2",61.9,58,8877,7.15,7.09,4.41
1.2,"Ideal","H","SI1",61.2,60,6569,6.87,6.82,4.19
0.3,"Ideal","I","SI2",62,55,360,4.32,4.33,2.68
0.27,"Ideal","G","VS2",61.5,55,490,4.18,4.21,2.58
1.14,"Good","G","I1",63.7,56,2327,6.63,6.55,4.2
2.42,"Premium","J","SI2",62.4,58,16198,8.58,8.53,5.34
0.33,"Ideal","I","VVS2",62.7,54,579,4.42,4.45,2.78
0.32,"Ideal","F","VVS2",62.1,55,800,4.37,4.39,2.72
0.7,"Good","H","VVS2",63.8,57,2608,5.61,5.51,3.55
0.3,"Premium","G","SI1",61.4,57,574,4.35,4.31,2.66
0.54,"Ideal","G","VVS2",61.2,56,1914,5.25,5.3,3.22
1.01,"Very Good","G","VVS2",59.4,58,7234,6.51,6.53,3.93
1.5,"Very Good","E","VS2",62.9,56,13892,7.31,7.22,4.57
1.03,"Premium","H","SI1",60,60,4603,6.41,6.4,4.02
1.26,"Ideal","H","SI1",62,56,7701,6.92,6.94,4.3
0.9,"Ideal","F","SI2",61.9,57,4593,6.13,6.18,3.81
0.28,"Good","J","VVS2",58.4,60,375,4.27,4.33,2.51
1,"Ideal","F","SI1",62,57,5292,6.43,6.37,3.97
0.32,"Premium","J","IF",61.2,59,533,4.41,4.44,2.71
1.21,"Ideal","F","SI1",61.2,59,7349,6.8,6.85,4.18
0.7,"Very Good","G","SI1",62.1,58,2106,5.66,5.7,3.53
2.04,"Very Good","G","SI2",59.9,58,16389,8.26,8.31,4.96
0.31,"Premium","D","SI1",60.2,56,732,4.4,4.37,2.64
0.41,"Premium","F","VS1",60.7,56,1076,4.82,4.77,2.91
1.13,"Very Good","F","SI1",61.2,59,5017,6.72,6.75,4.12
1.01,"Very Good","F","VS2",63.3,57,6533,6.41,6.33,4.03
0.57,"Very Good","D","VS2",62.5,59,1748,5.28,5.32,3.31
1.21,"Very Good","I","SI2",62.1,59,4791,6.8,6.86,4.24
0.55,"Ideal","F","VS1",60.3,57,1682,5.32,5.37,3.23
0.31,"Ideal","G","VS2",61.7,57,544,4.33,4.36,2.68
1.29,"Premium","H","SI2",60.1,58,5924,7.02,6.95,4.2
0.53,"Premium","D","SI1",61,58,1631,5.18,5.22,3.17
1.14,"Ideal","I","SI2",62.1,55,4276,6.71,6.72,4.17
0.5,"Good","D","SI2",57.1,63,1141,5.23,5.27,3
1.8,"Premium","I","SI1",61.9,60,11948,7.78,7.74,4.8
0.73,"Ideal","I","VS2",62.2,54,2335,5.76,5.78,3.59
0.31,"Good","F","VVS2",63.6,55,846,4.33,4.29,2.74
1.01,"Premium","F","SI2",62.6,54,4468,6.38,6.34,3.98
1.5,"Good","I","VS1",57.9,60,9828,7.48,7.44,4.32
0.57,"Ideal","F","VVS1",60.7,57,2507,5.39,5.36,3.26
0.9,"Premium","D","SI1",62.7,58,4304,6.15,6.09,3.84
0.58,"Ideal","D","VS2",61.2,57,1876,5.37,5.41,3.3
0.71,"Ideal","E","VVS1",62,56,4802,5.69,5.73,3.54
0.41,"Very Good","E","SI2",63.2,58,818,4.72,4.68,2.97
0.5,"Ideal","F","SI1",62,55,1304,5.08,5.12,3.16
0.38,"Ideal","D","VS1",62.5,56,1067,4.64,4.67,2.91
0.38,"Ideal","F","VVS1",61.5,56,1120,4.68,4.71,2.88
0.41,"Good","F","SI1",64.4,56,659,4.69,4.72,3.03
0.3,"Ideal","E","VVS2",61.4,55,837,4.32,4.34,2.66
0.32,"Ideal","E","VS2",61.6,56,637,4.4,4.43,2.72
1.17,"Ideal","F","SI2",62.2,55,5556,6.73,6.7,4.18
0.9,"Premium","D","SI2",58.1,60,3312,6.26,6.24,3.63
1.55,"Very Good","D","SI2",58.9,57,11284,7.59,7.63,4.48
0.43,"Ideal","G","VVS1",62,55,1207,4.82,4.85,3
0.9,"Good","G","VS2",64.4,62,4135,5.97,6.02,3.86
0.75,"Good","D","SI2",59.9,61,2541,5.9,5.96,3.55
0.5,"Ideal","G","VS2",62.6,57,1424,5.11,5.05,3.18
0.7,"Very Good","E","SI1",63.2,57,2518,5.63,5.61,3.55
0.9,"Fair","E","SI2",65.8,58,3084,6.02,5.98,3.95
0.36,"Premium","F","VS2",60.5,60,726,4.55,4.61,2.77
1.2,"Ideal","G","VVS1",61.2,56,9570,6.89,6.86,4.21
2.01,"Good","I","SI2",64.6,57,12681,7.82,7.88,5.07
1.76,"Ideal","F","SI2",62.6,55,9659,7.69,7.64,4.8
0.31,"Ideal","D","VS2",62.1,54,734,4.35,4.41,2.72
1.01,"Ideal","F","VS2",61,56,5662,6.44,6.4,3.94
0.7,"Good","E","SI2",56.9,61,1793,5.85,5.9,3.34
0.71,"Ideal","D","SI2",61.5,56,2610,5.74,5.78,3.54
0.73,"Fair","D","SI2",65.5,60,2147,5.64,5.54,3.66
0.73,"Very Good","H","VS1",61.4,58,2557,5.75,5.85,3.56
0.31,"Ideal","G","IF",62,54,891,4.36,4.38,2.71
1.5,"Premium","H","SI2",62.1,58,6458,7.31,7.21,4.51
0.5,"Ideal","G","VVS2",62.2,56,1760,5.02,5.11,3.15
0.34,"Ideal","D","VVS2",60.1,57,918,4.54,4.58,2.74
1.5,"Ideal","F","VS2",61.9,56.4,15444,7.31,7.33,4.53
0.37,"Ideal","G","VS2",61.3,57,833,4.64,4.6,2.83
0.32,"Ideal","E","VS2",60.2,57,960,4.51,4.46,2.7
0.43,"Premium","E","SI2",60.8,58,919,4.88,4.86,2.96
0.53,"Ideal","F","VS1",61.2,56,1830,5.22,5.24,3.2
0.33,"Ideal","F","VVS1",61.9,56,955,4.42,4.47,2.75
0.71,"Very Good","G","VS2",61.9,62,2671,5.69,5.72,3.53
0.39,"Fair","E","SI1",65.6,60,601,4.5,4.56,2.97
2.35,"Premium","J","VS1",60.7,60,14399,8.64,8.6,5.23
0.84,"Premium","F","SI2",62.3,59,2863,6.06,6.01,3.76
1.21,"Premium","G","SI2",60.3,58,5529,6.96,6.9,4.18
1.01,"Good","F","VS1",63.3,60,6999,6.32,6.35,4.01
0.34,"Ideal","F","VVS1",61.4,55,919,4.52,4.54,2.78
0.41,"Premium","I","VVS1",59.8,61,1107,4.84,4.79,2.88
1.5,"Good","G","SI1",58.4,65,7434,7.45,7.41,4.34
1.21,"Premium","D","SI2",60.9,58,6031,6.89,6.83,4.18
0.55,"Ideal","I","SI1",61.4,54,1076,5.3,5.35,3.27
0.32,"Ideal","F","VS2",61.3,57,828,4.4,4.37,2.69
0.3,"Ideal","G","IF",61,56,844,4.34,4.37,2.65
1.01,"Ideal","H","VS2",61.9,57,5028,6.42,6.48,3.99
0.72,"Ideal","J","SI1",62.6,56,1966,5.67,5.74,3.57
0.32,"Ideal","E","VS1",61.7,56,758,4.39,4.42,2.72
1.14,"Premium","D","SI2",62.4,58,4513,6.67,6.7,4.17
0.41,"Very Good","H","VS2",63.4,58,943,4.77,4.66,2.99
0.7,"Very Good","F","VVS2",61.3,59,3974,5.69,5.73,3.5
0.38,"Premium","G","SI1",60,60,666,4.65,4.72,2.81
0.31,"Ideal","D","SI1",61.7,56,541,4.35,4.37,2.69
1.07,"Very Good","G","SI2",62.9,59,4321,6.51,6.58,4.12
0.4,"Very Good","G","SI2",63.2,56,765,4.73,4.7,2.98
0.56,"Ideal","D","SI1",62.5,56,1814,5.26,5.24,3.28
0.9,"Premium","D","SI1",62.4,61,4612,6.17,6.13,3.84
1.53,"Ideal","D","SI1",61.2,56,13714,7.48,7.45,4.57
1.21,"Ideal","H","SI1",62.9,57,4249,6.78,6.74,4.25
0.9,"Very Good","F","SI2",61.8,60,3803,6.13,6.14,3.79
1.28,"Premium","H","SI1",62.1,62,6210,6.88,6.83,4.26
1.02,"Ideal","H","VS2",62,57,5426,6.43,6.4,3.98
0.41,"Ideal","F","VVS2",62.1,55,1036,4.77,4.79,2.97
0.33,"Very Good","G","SI2",62.9,55,434,4.41,4.46,2.79
1,"Good","D","VS2",64.1,58,6389,6.24,6.33,4.03
1.2,"Premium","I","SI2",61.5,58,4838,6.82,6.77,4.18
0.6,"Ideal","D","SI1",62.2,56,1996,5.44,5.4,3.37
0.78,"Very Good","F","SI1",62.4,58,3045,5.83,5.86,3.65
0.41,"Premium","J","VVS1",62.2,59,775,4.71,4.75,2.94
0.23,"Very Good","E","VVS1",62.4,54,583,3.95,3.98,2.47
0.33,"Ideal","H","VS1",61.9,56,743,4.48,4.44,2.76
1.83,"Premium","E","SI2",62,57,12492,7.89,7.81,4.87
0.32,"Very Good","G","VS1",63,55,645,4.35,4.38,2.75
0.31,"Premium","F","SI1",60.5,60,663,4.39,4.37,2.65
1.04,"Ideal","G","VVS1",62.2,55,8794,6.51,6.48,4.04
0.7,"Very Good","I","SI1",62.2,58,2136,5.63,5.66,3.51
1.5,"Ideal","H","VS2",62.8,57,11159,7.3,7.25,4.57
1.5,"Ideal","I","I1",61.8,57,5412,7.31,7.39,4.54
0.5,"Very Good","D","VS1",62.3,60,1804,5.07,5.1,3.17
0.94,"Very Good","E","SI1",62.4,56,4661,6.24,6.27,3.9
0.9,"Ideal","F","SI2",62.6,57,3704,6.2,6.13,3.86
1.11,"Ideal","H","SI1",60.6,59,5325,6.75,6.71,4.08
0.3,"Ideal","H","VS1",61.6,57,526,4.3,4.33,2.66
0.57,"Premium","E","SI1",62.2,55,1590,5.36,5.31,3.32
0.27,"Ideal","E","VVS2",62.5,57,622,4.1,4.13,2.57
0.3,"Fair","J","VS2",64.8,58,416,4.24,4.16,2.72
0.41,"Ideal","E","VVS2",62.3,56,1187,4.75,4.78,2.97
1.31,"Ideal","G","VVS2",60.9,56,11531,7.17,7.07,4.32
1.5,"Premium","F","VS2",61.6,58,14199,7.37,7.31,4.52
0.73,"Premium","D","SI1",60.5,58,2498,5.85,5.82,3.53
0.81,"Very Good","F","VS1",62.7,56,3689,5.92,5.98,3.73
0.71,"Premium","E","VVS1",62.7,60,3779,5.73,5.62,3.56
0.37,"Very Good","G","VVS2",59.1,60,844,4.69,4.71,2.78
1.21,"Good","J","SI2",61.1,60.8,4824,6.83,6.89,4.18
1.02,"Ideal","H","VS2",62,55,5683,6.47,6.44,4
1.07,"Ideal","G","VS1",61.8,57,6793,6.52,6.58,4.05
0.51,"Ideal","D","VS2",60.5,56,1767,5.21,5.2,3.15
0.74,"Ideal","H","VS1",61,55,3254,5.86,5.88,3.58
1.32,"Premium","H","SI2",59.4,54,4879,7.21,7.09,4.25
0.31,"Very Good","D","VS2",62.9,55,734,4.31,4.34,2.72
0.58,"Ideal","F","VVS1",61.7,55,3090,5.36,5.39,3.31
0.71,"Good","D","VS2",62.3,61,2891,5.7,5.73,3.56
1.01,"Ideal","F","SI2",60,57,4796,6.55,6.51,3.92
1.51,"Good","D","SI2",61.7,65,7384,7.31,7.38,4.53
1.2,"Very Good","F","SI2",62.8,55,6085,6.74,6.8,4.25
1.01,"Ideal","H","SI2",61.1,56,4693,6.44,6.48,3.95
1.01,"Fair","G","VS2",64.9,56,4887,6.27,6.21,4.05
0.26,"Ideal","E","VVS2",60.7,56,597,4.13,4.17,2.52
1.55,"Premium","H","SI1",60.7,58,9763,7.5,7.46,4.54
0.54,"Premium","E","VS2",59.2,58,1754,5.32,5.35,3.16
0.3,"Ideal","G","VS1",62.3,56,605,4.29,4.32,2.68
0.35,"Ideal","E","VVS1",60.7,57,1116,4.57,4.53,2.76
1.01,"Very Good","E","VS1",63.4,58,7366,6.38,6.36,4.04
0.71,"Good","F","SI1",63.9,57,2352,5.61,5.57,3.57
0.35,"Premium","D","VS2",60.4,58,829,4.53,4.58,2.75
0.53,"Very Good","E","VS2",59.1,60,1647,5.3,5.26,3.12
0.91,"Ideal","D","SI2",62.6,54,4067,6.22,6.25,3.9
0.35,"Ideal","G","VS1",62.1,56,706,4.52,4.56,2.82
0.55,"Premium","G","SI1",60.7,56,1226,5.38,5.32,3.25
0.9,"Very Good","G","VVS2",61.4,60,5640,6.18,6.23,3.81
1.51,"Ideal","F","VS1",62.1,56,16370,7.34,7.38,4.57
0.4,"Very Good","F","SI1",62.1,60,756,4.66,4.7,2.91
1.41,"Very Good","G","VVS1",61.2,55,14936,7.22,7.25,4.43
0.36,"Ideal","G","VVS2",61.5,55,794,4.58,4.62,2.83
0.77,"Very Good","G","SI1",63.6,57,2915,5.79,5.88,3.71
1.1,"Ideal","G","VS1",61.3,56,8775,6.65,6.69,4.09
1,"Good","E","VVS2",63.5,55,8750,6.31,6.36,4.02
0.9,"Good","J","VS2",62.3,64,3423,6.09,6.17,3.82
1.04,"Ideal","G","VS2",62.6,55,6177,6.45,6.49,4.05
0.4,"Ideal","F","VVS1",62.3,54,1168,4.75,4.78,2.97
0.51,"Very Good","H","VS1",62.5,58,1343,5.09,5.12,3.19
0.77,"Premium","G","SI1",62.7,57,2657,5.85,5.79,3.65
0.57,"Premium","D","VS2",61.7,60,2047,5.32,5.28,3.27
0.9,"Premium","E","SI2",61.7,58,3830,6.18,6.11,3.79
0.72,"Very Good","J","SI1",61.1,57,1866,5.75,5.8,3.53
0.35,"Very Good","H","SI1",63.3,54,647,4.53,4.51,2.86
1.05,"Ideal","I","SI2",60.9,57,4163,6.55,6.62,4.01
1.5,"Good","H","SI2",64.2,56,7291,7.26,7.2,4.64
1.12,"Premium","H","SI1",62.4,56,4994,6.74,6.63,4.17
0.51,"Very Good","D","SI1",61,60,1569,5.15,5.18,3.15
2,"Very Good","J","VS2",60.7,59,13113,8.12,8.15,4.94
1.01,"Premium","E","VS2",59.3,58,7240,6.53,6.49,3.86
0.33,"Premium","H","VS1",59.2,58,579,4.5,4.55,2.68
0.59,"Ideal","E","VS2",61.4,56,1755,5.33,5.42,3.3
0.91,"Very Good","G","SI2",63.3,57,3282,6.12,6.08,3.86
0.31,"Premium","F","VS2",62.3,59,802,4.34,4.29,2.69
0.41,"Ideal","G","IF",62.4,54,1259,4.77,4.82,2.99
0.38,"Ideal","I","VVS1",60.6,58,744,4.69,4.71,2.85
0.36,"Premium","D","SI1",61.5,59,663,4.52,4.55,2.79
1.01,"Very Good","E","VS1",63.1,56,9955,6.44,6.39,4.05
0.31,"Very Good","I","VS1",62.8,55,489,4.31,4.35,2.72
0.43,"Ideal","E","VVS1",61,57,1827,4.85,4.88,2.97
0.9,"Good","G","VS2",63.2,58,3976,6.09,6.16,3.87
1.31,"Premium","I","VS2",60,58,6921,7.15,7.11,4.28
1.6,"Premium","H","SI2",59.4,59,8184,7.55,7.6,4.5
1.11,"Ideal","D","SI2",61.6,55,5547,6.62,6.66,4.09
0.91,"Very Good","G","SI1",62.8,58,4045,6.15,6.18,3.87
0.33,"Very Good","G","VVS2",60.9,57,752,4.43,4.5,2.72
1.16,"Premium","I","SI1",60,58,4872,6.82,6.78,4.08
0.39,"Ideal","G","VS2",61.5,57,745,4.69,4.74,2.9
0.34,"Ideal","G","VS2",61.9,55,765,4.53,4.49,2.79
0.72,"Ideal","D","SI2",62.3,57,2457,5.8,5.75,3.6
0.28,"Good","F","VVS2",61.2,62,596,4.16,4.21,2.56
1.15,"Premium","G","SI1",63,59,5384,6.68,6.63,4.19
1.13,"Premium","H","SI2",59.4,58,4430,6.8,6.74,4.02
0.51,"Very Good","F","SI1",63.7,55,1271,5.06,5.11,3.24
0.94,"Premium","E","SI2",60.4,59,3758,6.37,6.34,3.84
1.51,"Premium","G","VS2",62,57,12571,7.38,7.33,4.56
1,"Good","H","SI2",63.9,58,3528,6.36,6.28,4.03
0.3,"Premium","E","SI2",62.7,59,540,4.26,4.22,2.66
1.01,"Premium","H","VS2",62.4,58,4769,6.42,6.36,3.99
0.3,"Premium","E","VVS2",61.4,58,1013,4.28,4.25,2.62
0.57,"Ideal","E","VS2",61,54,2319,5.43,5.39,3.3
0.4,"Premium","F","VS2",61.6,58,1080,4.8,4.75,2.94
1.37,"Very Good","I","SI2",63,57,5584,6.98,7.05,4.42
0.31,"Ideal","H","VVS2",62.2,55,802,4.36,4.35,2.71
0.33,"Premium","H","VS1",61.9,58,579,4.43,4.45,2.75
1.01,"Very Good","F","SI1",63.5,58,4632,6.29,6.24,3.98
0.9,"Premium","I","VS1",62.2,58,3580,6.18,6.13,3.83
1.31,"Premium","I","VS2",60.4,59,5832,7.16,7.05,4.29
1.5,"Very Good","D","SI1",62.7,59,11442,7.21,7.24,4.53
0.41,"Ideal","F","VS1",62.1,56,1007,4.74,4.76,2.95
1.05,"Ideal","G","VS1",61.1,56,7523,6.54,6.59,4.01
1.19,"Very Good","J","SI2",63.4,56.8,4329,6.7,6.79,4.27
0.3,"Ideal","F","VS2",61.3,55,776,4.32,4.3,2.64
0.53,"Ideal","D","VS2",62.1,55,1857,5.17,5.2,3.22
0.31,"Premium","H","VVS2",62.6,60,625,4.29,4.33,2.7
1.02,"Ideal","I","SI2",60.7,57,3786,6.54,6.57,3.98
0.52,"Very Good","G","VS2",63,55,1369,5.13,5.16,3.24
1.07,"Ideal","G","SI2",61.1,57,4021,6.61,6.65,4.05
0.41,"Very Good","E","VS1",63.4,55,1160,4.7,4.73,2.99
0.27,"Ideal","E","VS2",61,55,577,4.18,4.2,2.56
0.5,"Premium","D","VS2",61.1,58,1683,5.18,5.09,3.14
0.3,"Ideal","G","VS2",63,55,675,4.31,4.29,2.71
0.44,"Ideal","G","SI1",61.5,57,772,4.87,4.88,3
0.3,"Premium","E","SI1",62.5,60,526,4.24,4.27,2.66
0.6,"Very Good","D","SI1",62.2,58,1750,5.4,5.44,3.37
0.71,"Ideal","E","VS1",61.8,55,3332,5.72,5.77,3.55
2.14,"Premium","G","SI2",60.7,59,13540,8.37,8.31,5.06
1.75,"Ideal","H","I1",61.5,55,7409,7.78,7.75,4.78
0.23,"Premium","E","VS2",62.4,60,513,3.92,3.9,2.44
0.4,"Good","E","SI2",63.2,57,666,4.66,4.68,2.95
2.01,"Premium","I","SI2",63,56,11312,8.05,7.96,5.05
0.72,"Ideal","E","VS2",60.8,56,3304,5.81,5.84,3.54
1.03,"Very Good","I","VS1",62.9,53,5455,6.45,6.5,4.07
1.51,"Premium","I","SI1",61.7,60,9344,7.31,7.27,4.5
1,"Good","G","SI2",64,55,3941,6.3,6.26,4.02
1.63,"Premium","I","VS2",61,60,10479,7.62,7.59,4.64
1.13,"Premium","I","VS1",62.2,58,5316,6.68,6.63,4.14
0.51,"Ideal","E","VS2",61.9,57,1662,5.12,5.09,3.16
1.23,"Ideal","F","SI2",61.9,56,5163,6.89,6.93,4.28
0.5,"Very Good","E","SI2",63.2,61,1097,5.05,5.02,3.18
0.43,"Ideal","E","SI1",62.3,57,1016,4.82,4.78,2.99
0.71,"Very Good","E","SI1",63.5,57,2685,5.63,5.68,3.59
2,"Ideal","J","VS2",61,57,14323,8.08,8.13,4.94
0.91,"Very Good","F","SI1",62.2,57,4108,6.19,6.25,3.87
0.3,"Good","H","VVS2",63.6,56,605,4.26,4.29,2.72
0.72,"Premium","G","VS1",62.3,61,2646,5.73,5.66,3.55
1.01,"Premium","D","SI2",62.8,59,4672,6.44,6.34,4.01
1.02,"Ideal","J","SI2",60.3,54,2879,6.53,6.5,3.93
0.5,"Premium","F","VVS2",61.8,56,2160,5.15,5.11,3.17
0.72,"Ideal","D","VS1",61.7,56,4047,5.77,5.81,3.57
1.5,"Ideal","I","VS2",62.4,54.1,9730,7.3,7.35,4.57
0.5,"Ideal","I","VS1",61,57,1266,5.11,5.13,3.12
1.02,"Very Good","J","SI1",63.1,60,3879,6.35,6.4,4.02
1.22,"Very Good","F","SI1",60.5,58,7372,6.91,6.97,4.2
1.19,"Very Good","E","VS2",59.2,60,7152,6.93,6.95,4.11
0.43,"Ideal","D","VS1",62.1,56,1207,4.85,4.87,3.02
0.3,"Very Good","G","VS2",63.1,57,675,4.28,4.24,2.69
0.51,"Very Good","G","SI1",63.1,56,1261,5.08,5.16,3.23
0.5,"Premium","E","SI1",62,59,1316,5.06,5.1,3.15
1.16,"Ideal","J","SI1",61.8,55,5124,6.75,6.78,4.18
2.01,"Ideal","F","SI2",62.9,56,13201,8.05,7.9,5.02
1.51,"Very Good","J","SI1",61.2,62,6851,7.32,7.36,4.49
0.35,"Very Good","D","VS2",62.8,58,685,4.47,4.51,2.82
0.7,"Very Good","F","SI1",62.9,59,2401,5.62,5.67,3.55
1.07,"Premium","F","SI2",58.2,58,4319,6.79,6.72,3.93
0.27,"Very Good","E","VVS2",63,56,622,4.12,4.14,2.6
0.76,"Ideal","F","SI1",62.6,57,2719,5.84,5.89,3.67
0.32,"Ideal","D","SI1",62.7,54,756,4.39,4.35,2.74
0.31,"Ideal","E","VS2",61.6,56,680,4.37,4.4,2.7
0.57,"Ideal","I","IF",61,55,1779,5.38,5.41,3.29
0.3,"Good","F","SI1",63.5,57,500,4.21,4.26,2.69
1.52,"Ideal","F","SI1",61.2,55,12153,7.4,7.43,4.54
0.29,"Very Good","G","VVS2",61.9,56,541,4.27,4.3,2.65
0.31,"Ideal","H","VVS1",62.7,54,707,4.33,4.38,2.73
0.33,"Ideal","G","VVS2",61.6,54,730,4.44,4.49,2.75
0.25,"Very Good","F","VVS2",61,58,575,4.02,4.05,2.46
1.54,"Premium","I","SI1",60.8,61,8969,7.48,7.41,4.53
0.73,"Very Good","F","SI1",62.5,56,2445,5.69,5.73,3.57
1.13,"Very Good","E","SI1",60.8,58,5086,6.71,6.77,4.1
0.4,"Very Good","J","VS2",62.5,60,596,4.67,4.71,2.93
1.02,"Very Good","F","VS2",61.8,57,6047,6.4,6.44,3.97
1.2,"Premium","H","SI2",59.8,58,4032,6.92,6.83,4.11
1,"Very Good","D","SI2",63.2,57,4628,6.24,6.32,3.97
1.32,"Very Good","H","SI2",63,59,6085,6.91,6.99,4.38
0.31,"Ideal","J","VVS2",62,56.1,468,4.31,4.33,2.68
0.71,"Very Good","G","VS2",62.3,63,2335,5.7,5.64,3.53
1.01,"Good","G","SI2",64,59,3461,6.34,6.31,4.05
0.9,"Ideal","I","SI2",62.8,55,3104,6.19,6.14,3.87
0.73,"Ideal","G","VVS2",62.2,55,3127,5.77,5.74,3.58
1.5,"Premium","G","SI1",60.2,61,10219,7.28,7.2,4.36
1.2,"Premium","I","SI1",61.1,58,5510,6.88,6.8,4.18
1.11,"Very Good","J","SI1",62,58,3901,6.57,6.62,4.09
0.62,"Very Good","H","VS2",61.7,63,1709,5.48,5.42,3.36
0.23,"Very Good","F","VVS2",61.6,57,583,3.96,3.99,2.45
0.44,"Good","J","VS1",63.2,57,694,4.82,4.86,3.06
1.65,"Very Good","F","VS1",62.8,56,17425,7.52,7.57,4.74
1,"Very Good","E","VS2",62.1,59,6600,6.34,6.38,3.95
0.32,"Premium","G","VVS2",61.2,59,936,4.44,4.39,2.7
0.39,"Ideal","F","VVS2",61.8,55,1097,4.68,4.75,2.92
0.31,"Ideal","G","VS2",61.8,57,544,4.34,4.36,2.69
1,"Ideal","D","VS2",62.2,54,8008,6.45,6.42,4
1.01,"Very Good","D","VS2",59.8,60,7487,6.46,6.51,3.88
2.01,"Premium","I","SI2",62,56,12338,8.01,7.87,4.92
0.35,"Ideal","F","VS2",62.3,55,906,4.56,4.53,2.83
0.3,"Ideal","G","VVS2",62.4,55,665,4.32,4.34,2.7
0.71,"Premium","D","SI2",61.7,59,2768,5.71,5.67,3.51
0.7,"Ideal","H","SI2",60.6,54,1715,5.73,5.65,3.45
0.36,"Ideal","I","SI2",62.1,54,439,4.56,4.58,2.84
0.52,"Ideal","D","VS2",61.6,55,1919,5.2,5.15,3.19
0.53,"Ideal","F","VVS2",61.4,56,2275,5.19,5.23,3.2
0.52,"Ideal","G","VVS2",61.7,56,1911,5.14,5.16,3.18
0.4,"Fair","G","SI1",59.9,67,960,4.81,4.77,2.87
0.52,"Good","F","VS1",58.6,63,1594,5.27,5.34,3.11
2.01,"Very Good","J","VS2",60.8,58,12968,8.08,8.16,4.94
0.32,"Premium","G","VS1",62.1,58,828,4.39,4.37,2.72
0.3,"Ideal","I","SI1",61.7,57,422,4.3,4.32,2.66
0.77,"Premium","G","SI2",61.9,59,2391,5.88,5.84,3.63
1,"Very Good","D","SI1",59.3,61,5987,6.45,6.5,3.84
0.72,"Ideal","F","SI2",61.8,57,2456,5.75,5.78,3.56
0.32,"Premium","H","VVS1",62.9,58,936,4.37,4.34,2.74
0.53,"Ideal","D","VS2",61.5,56,1956,5.23,5.17,3.2
0.3,"Very Good","H","VS2",62.9,59,473,4.26,4.3,2.69
1.52,"Very Good","I","VS1",62.9,59.9,10032,7.27,7.31,4.59
0.71,"Ideal","H","SI2",62.1,57,2122,5.68,5.76,3.55
